ID,User,Email,Phone,Tags,Extra data,Registered At,Last Login,City,Currency,Balance,Reg. finished,Identity,Location,Disabled,Deleted,Last deposit,Status
PL10648,naledi_botha92,naledi_botha92@example.co.za,+27603615041,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,115.0,TRUE,0105235123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10649,zama_khumalo15,zama_khumalo15@example.co.za,+27606438082,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,1413.77,TRUE,9709235123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10650,johan_mokoena49,johan_mokoena49@example.co.za,+27719360265,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2260.93,TRUE,7810235123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10651,sarah_van der merwe90,sarah_van der merwe90@example.co.za,+27606349408,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,559.74,TRUE,9811225123081,Malvern Branch,FALSE,FALSE,2026-05-15,Active
PL10652,david_ndlovu87,david_ndlovu87@example.co.za,+27822919035,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,112.14,TRUE,8708285123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10653,thabo_khumalo27,thabo_khumalo27@example.co.za,+27822544567,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,1954.51,TRUE,7910195123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10654,michael_van der merwe28,michael_van der merwe28@example.co.za,+27716354238,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,2580.24,TRUE,7702035123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10655,michael_mokoena46,michael_mokoena46@example.co.za,+27821005327,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,1679.68,TRUE,8409275123081,Malvern Branch,FALSE,FALSE,2026-05-15,Active
PL10656,sarah_smith66,sarah_smith66@example.co.za,+27715678920,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,224.46,TRUE,7112285123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10657,thabo_botha53,thabo_botha53@example.co.za,+27821877434,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2546.94,TRUE,0110215123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10658,zama_botha92,zama_botha92@example.co.za,+27826822629,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,2364.02,TRUE,8807065123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10659,sipho_van der merwe92,sipho_van der merwe92@example.co.za,+27609095380,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,2253.68,TRUE,8709035123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10660,sipho_van der merwe38,sipho_van der merwe38@example.co.za,+27826724962,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,808.7,TRUE,8410285123081,Randburg Branch,FALSE,FALSE,2026-05-15,Active
PL10661,johan_zulu11,johan_zulu11@example.co.za,+27716851183,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,2916.36,TRUE,9508185123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10662,zama_botha97,zama_botha97@example.co.za,+27825536792,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,1831.39,TRUE,6907275123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10663,thabo_botha88,thabo_botha88@example.co.za,+27828330909,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2034.81,TRUE,9205125123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10664,johan_mokoena32,johan_mokoena32@example.co.za,+27826912977,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2267.3,TRUE,0109185123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10665,david_van der merwe95,david_van der merwe95@example.co.za,+27715519877,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,132.91,TRUE,6602065123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10666,pieter_mokoena70,pieter_mokoena70@example.co.za,+27711559551,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,1322.05,TRUE,9507165123081,White River Branch,FALSE,FALSE,2026-05-15,Active
PL10667,johan_khumalo55,johan_khumalo55@example.co.za,+27713791206,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,51.41,TRUE,7108135123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10668,sipho_smith50,sipho_smith50@example.co.za,+27601438690,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,2697.43,TRUE,8707265123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10669,johan_ndlovu64,johan_ndlovu64@example.co.za,+27712864201,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,1460.89,TRUE,8712045123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10670,thabo_khumalo43,thabo_khumalo43@example.co.za,+27716286967,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,2434.74,TRUE,7006265123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10671,naledi_mokoena88,naledi_mokoena88@example.co.za,+27717532728,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,1664.36,TRUE,6612155123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10672,pieter_zulu96,pieter_zulu96@example.co.za,+27605792725,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,785.24,TRUE,8706185123081,Randburg Branch,FALSE,FALSE,2026-05-15,Active
PL10673,michael_van der merwe71,michael_van der merwe71@example.co.za,+27829541056,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2030.42,TRUE,7702155123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10674,naledi_van der merwe48,naledi_van der merwe48@example.co.za,+27823055806,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2560.03,TRUE,8411205123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10675,johan_khumalo53,johan_khumalo53@example.co.za,+27829820511,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,1951.3,TRUE,7802235123081,White River Branch,FALSE,FALSE,2026-05-15,Active
PL10676,michael_ndlovu98,michael_ndlovu98@example.co.za,+27606128769,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,2597.5,TRUE,6706105123081,Pretoria Branch,FALSE,FALSE,2026-05-15,Active
PL10677,thabo_van der merwe29,thabo_van der merwe29@example.co.za,+27603137350,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,2849.98,TRUE,8712065123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10678,pieter_ndlovu26,pieter_ndlovu26@example.co.za,+27603261086,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,2774.5,TRUE,0002145123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10679,zama_ndlovu64,zama_ndlovu64@example.co.za,+27716793594,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,1457.27,TRUE,9206085123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10680,thabo_ndlovu53,thabo_ndlovu53@example.co.za,+27605103987,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,892.96,TRUE,7008155123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10681,david_van der merwe85,david_van der merwe85@example.co.za,+27827238255,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,2457.49,TRUE,8005115123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10682,naledi_khumalo82,naledi_khumalo82@example.co.za,+27603939206,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,1791.26,TRUE,9702055123081,Malvern Branch,FALSE,FALSE,2026-05-15,Active
PL10683,sipho_khumalo48,sipho_khumalo48@example.co.za,+27825723474,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,2066.15,TRUE,8209235123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10684,zama_ndlovu58,zama_ndlovu58@example.co.za,+27826125792,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,1715.02,TRUE,9001285123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10685,david_khumalo47,david_khumalo47@example.co.za,+27715987859,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,611.92,TRUE,9001175123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10686,pieter_smith93,pieter_smith93@example.co.za,+27607569758,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,2969.77,TRUE,8104235123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10687,sipho_zulu60,sipho_zulu60@example.co.za,+27604996783,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,2756.02,TRUE,6711085123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10688,sarah_ndlovu73,sarah_ndlovu73@example.co.za,+27714468231,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2200.7,TRUE,6611025123081,White River Branch,FALSE,FALSE,2026-05-15,Active
PL10689,sipho_mokoena36,sipho_mokoena36@example.co.za,+27712960938,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,251.84,TRUE,9804195123081,Potchefstroom Branch,FALSE,FALSE,2026-05-15,Active
PL10690,sarah_van der merwe91,sarah_van der merwe91@example.co.za,+27719818716,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,912.52,TRUE,8607085123081,Malvern Branch,FALSE,FALSE,2026-05-15,Active
PL10691,pieter_ndlovu77,pieter_ndlovu77@example.co.za,+27606397134,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,227.14,TRUE,8802065123081,Malvern Branch,FALSE,FALSE,2026-05-15,Active
PL10692,michael_ndlovu40,michael_ndlovu40@example.co.za,+27716625741,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,665.91,TRUE,8702225123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10693,pieter_zulu37,pieter_zulu37@example.co.za,+27602229952,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,2579.13,TRUE,8309225123081,Malvern Branch,FALSE,FALSE,2026-05-15,Active
PL10694,sarah_botha91,sarah_botha91@example.co.za,+27823004371,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,343.37,TRUE,9311285123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10695,zama_khumalo78,zama_khumalo78@example.co.za,+27713118086,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,1092.24,TRUE,7111105123081,Potchefstroom Branch,FALSE,FALSE,2026-05-15,Active
PL10696,zama_khumalo64,zama_khumalo64@example.co.za,+27823280484,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,2714.22,TRUE,6502205123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10697,naledi_van der merwe33,naledi_van der merwe33@example.co.za,+27717195646,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,1454.61,TRUE,9011245123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10698,sarah_zulu30,sarah_zulu30@example.co.za,+27821371586,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,2343.8,TRUE,6806135123081,Malvern Branch,FALSE,FALSE,2026-05-15,Active
PL10699,david_smith19,david_smith19@example.co.za,+27714940441,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,81.38,TRUE,8610075123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10700,thabo_mokoena88,thabo_mokoena88@example.co.za,+27825318453,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,326.92,TRUE,8506235123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10701,sarah_zulu22,sarah_zulu22@example.co.za,+27718522640,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,2439.04,TRUE,6605045123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10702,zama_zulu32,zama_zulu32@example.co.za,+27605626742,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,728.74,TRUE,7907155123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10703,johan_mokoena30,johan_mokoena30@example.co.za,+27714716439,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,862.42,TRUE,8610245123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10704,naledi_khumalo47,naledi_khumalo47@example.co.za,+27827870735,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,1588.17,TRUE,7509115123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10705,michael_khumalo19,michael_khumalo19@example.co.za,+27827936746,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,403.82,TRUE,9901245123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10706,sipho_smith77,sipho_smith77@example.co.za,+27609384333,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,487.93,TRUE,7008135123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10707,thabo_van der merwe49,thabo_van der merwe49@example.co.za,+27829372200,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,1437.6,TRUE,9310045123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10708,sipho_botha48,sipho_botha48@example.co.za,+27609193908,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,175.85,TRUE,8303145123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10709,naledi_smith23,naledi_smith23@example.co.za,+27711670389,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,233.06,TRUE,9707195123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10710,johan_khumalo31,johan_khumalo31@example.co.za,+27711126759,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,679.93,TRUE,6808015123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10711,michael_zulu72,michael_zulu72@example.co.za,+27717713115,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,728.32,TRUE,6702105123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10712,johan_botha40,johan_botha40@example.co.za,+27821499483,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,72.28,TRUE,0108025123081,Pretoria Branch,FALSE,FALSE,2026-05-15,Active
PL10713,pieter_ndlovu24,pieter_ndlovu24@example.co.za,+27823628778,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,72.59,TRUE,7011115123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10714,sipho_mokoena47,sipho_mokoena47@example.co.za,+27603223957,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2544.43,TRUE,6804115123081,Pretoria Branch,FALSE,FALSE,2026-05-15,Active
PL10715,pieter_botha69,pieter_botha69@example.co.za,+27713428039,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2034.87,TRUE,7203195123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10716,david_khumalo46,david_khumalo46@example.co.za,+27821609498,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,1643.85,TRUE,8403085123081,White River Branch,FALSE,FALSE,2026-05-15,Active
PL10717,david_khumalo97,david_khumalo97@example.co.za,+27823231091,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,144.58,TRUE,9011275123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10718,sipho_botha81,sipho_botha81@example.co.za,+27822447077,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,1016.71,TRUE,8802265123081,Randburg Branch,FALSE,FALSE,2026-05-15,Active
PL10719,michael_ndlovu40,michael_ndlovu40@example.co.za,+27603827597,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,2724.21,TRUE,9510015123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10720,david_smith54,david_smith54@example.co.za,+27825315520,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,2409.17,TRUE,9108075123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10721,pieter_zulu34,pieter_zulu34@example.co.za,+27716766482,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,685.65,TRUE,0509265123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10722,zama_khumalo74,zama_khumalo74@example.co.za,+27825755265,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,1392.15,TRUE,9001015123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10723,zama_smith86,zama_smith86@example.co.za,+27826200751,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,311.15,TRUE,7609195123081,Malvern Branch,FALSE,FALSE,2026-05-15,Active
PL10724,david_botha79,david_botha79@example.co.za,+27823754144,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,1514.57,TRUE,8112115123081,White River Branch,FALSE,FALSE,2026-05-15,Active
PL10725,naledi_ndlovu17,naledi_ndlovu17@example.co.za,+27719878549,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,2483.59,TRUE,0002085123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10726,sarah_van der merwe47,sarah_van der merwe47@example.co.za,+27601947933,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,1776.45,TRUE,7206155123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10727,michael_van der merwe28,michael_van der merwe28@example.co.za,+27602083394,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,2200.6,TRUE,8104235123081,Malvern Branch,FALSE,FALSE,2026-05-15,Active
PL10728,david_ndlovu24,david_ndlovu24@example.co.za,+27715856019,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,1738.54,TRUE,7911095123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10729,zama_zulu48,zama_zulu48@example.co.za,+27608814866,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,2071.6,TRUE,8503115123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10730,johan_botha96,johan_botha96@example.co.za,+27824274216,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,387.34,TRUE,7110255123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10731,johan_khumalo66,johan_khumalo66@example.co.za,+27604861292,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,1021.44,TRUE,9504285123081,White River Branch,FALSE,FALSE,2026-05-15,Active
PL10732,david_khumalo10,david_khumalo10@example.co.za,+27822389993,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,1617.83,TRUE,8708275123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10733,pieter_smith87,pieter_smith87@example.co.za,+27604283472,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,1160.34,TRUE,6810245123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10734,zama_khumalo22,zama_khumalo22@example.co.za,+27822557408,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,913.59,TRUE,0612025123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10735,sipho_mokoena80,sipho_mokoena80@example.co.za,+27828020073,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,1792.9,TRUE,6906015123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10736,sarah_zulu68,sarah_zulu68@example.co.za,+27609164803,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,376.9,TRUE,7801125123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10737,pieter_smith26,pieter_smith26@example.co.za,+27716261116,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,153.18,TRUE,7212135123081,White River Branch,FALSE,FALSE,2026-05-15,Active
PL10738,thabo_van der merwe29,thabo_van der merwe29@example.co.za,+27607424309,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,1770.35,TRUE,0402125123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10739,pieter_zulu78,pieter_zulu78@example.co.za,+27602335253,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2073.55,TRUE,0104285123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10740,michael_botha39,michael_botha39@example.co.za,+27821499605,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,1640.59,TRUE,7712275123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10741,sarah_smith49,sarah_smith49@example.co.za,+27718907428,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,1326.38,TRUE,8003245123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10742,johan_botha30,johan_botha30@example.co.za,+27829596955,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2665.8,TRUE,0408155123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10743,zama_van der merwe64,zama_van der merwe64@example.co.za,+27824003328,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,982.15,TRUE,0512125123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10744,johan_botha42,johan_botha42@example.co.za,+27823279819,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,939.82,TRUE,8411095123081,Pretoria Branch,FALSE,FALSE,2026-05-15,Active
PL10745,michael_ndlovu11,michael_ndlovu11@example.co.za,+27829137276,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,1467.37,TRUE,9905085123081,Malvern Branch,FALSE,FALSE,2026-05-15,Active
PL10746,naledi_botha43,naledi_botha43@example.co.za,+27712101706,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,1496.18,TRUE,9504235123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10747,zama_smith82,zama_smith82@example.co.za,+27606077105,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,2152.55,TRUE,0407105123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10748,zama_ndlovu56,zama_ndlovu56@example.co.za,+27719853288,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,2407.97,TRUE,7205095123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10749,david_smith98,david_smith98@example.co.za,+27713630844,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,490.22,TRUE,8809225123081,Web Portal,FALSE,FALSE,2026-05-15,Active
PL10750,michael_van der merwe62,michael_van der merwe62@example.co.za,+27713368669,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,2006.94,TRUE,6810045123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10751,sipho_botha23,sipho_botha23@example.co.za,+27824121398,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,2644.81,TRUE,6908105123081,iOS App,FALSE,FALSE,2026-05-15,Active
PL10752,david_van der merwe26,david_van der merwe26@example.co.za,+27608256142,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,1554.25,TRUE,9811275123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10753,david_botha98,david_botha98@example.co.za,+27601870555,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,2058.22,TRUE,9502085123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10754,naledi_zulu19,naledi_zulu19@example.co.za,+27711597411,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,2489.97,TRUE,6504035123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10755,david_smith97,david_smith97@example.co.za,+27711160901,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Johannesburg,ZAR,467.14,TRUE,0011055123081,Randburg Branch,FALSE,FALSE,2026-05-15,Active
PL10756,michael_botha88,michael_botha88@example.co.za,+27824381929,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Durban,ZAR,1174.48,TRUE,8004065123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10757,naledi_van der merwe51,naledi_van der merwe51@example.co.za,+27717047057,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,1163.79,TRUE,9008235123081,Mobile App,FALSE,FALSE,2026-05-15,Active
PL10758,sarah_botha54,sarah_botha54@example.co.za,+27714162697,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Pretoria,ZAR,2736.0,TRUE,9412195123081,Randburg Branch,FALSE,FALSE,2026-05-15,Active
PL10759,pieter_mokoena79,pieter_mokoena79@example.co.za,+27711867194,"online,sportsbook",{},2024-01-01 10:00:00,2026-06-01 14:20:00,Cape Town,ZAR,1319.25,TRUE,8511025123081,Android App,FALSE,FALSE,2026-05-15,Active
PL10760,david_botha42,david_botha42@example.co.za,+27827617490,retail,{},2024-01-01 10:00:00,2026-06-01 14:20:00,Potchefstroom,ZAR,2223.41,TRUE,7411155123081,Pretoria Branch,FALSE,FALSE,2026-05-15,Active
